Store code,the date,Number of sales,Unit cost,Selling price,Store code
1457717,13/08/2015,  1    ,  93    ,  84    ,
1460642,13/08/2015,  2    ,  83    ,  90    ,
1460649,13/08/2015,  1    ,  41    ,  50    ,
1463048,13/08/2015,  2    ,  76    ,  124    ,
1463451,13/08/2015,  1    ,  41    ,  50    ,
1478073,13/08/2015,  1    ,  62    ,  73    ,
1484789,13/08/2015,  3    ,  62    ,  79    ,
101462,14/08/2015,  1    ,  42    ,  50    ,
111687,14/08/2015,  2    ,  62    ,  81    ,
1125040,14/08/2015,  1    ,  42    ,  50    ,
1125726,14/08/2015,  1    ,  41    ,  50    ,
1136017,14/08/2015,  1    ,  41    ,  50    ,
1136019,14/08/2015,  1    ,  77    ,  99    ,
1138567,14/08/2015,  1    ,  83    ,  57    ,
1139627,14/08/2015,  1    ,  42    ,  50    ,
1140597,14/08/2015,  1    ,  123    ,  84    ,
1141327,14/08/2015,  2    ,  77    ,  95    ,
1141563,14/08/2015,  1    ,  46    ,  67    ,
1141565,14/08/2015,  1    ,  62    ,  73    ,
1141567,14/08/2015,  2    ,  52    ,  61    ,
1143361,14/08/2015,  1    ,  41    ,  50    ,
1143405,14/08/2015,  1    ,  123    ,  84    ,
1143767,14/08/2015,  1    ,  64    ,  80    ,
1144844,14/08/2015,  1    ,  41    ,  50    ,
1144860,14/08/2015,  1    ,  42    ,  50    ,
1145005,14/08/2015,  1    ,  69    ,  91    ,
1145299,14/08/2015,  2    ,  46    ,  69    ,
1145346,14/08/2015,  1    ,  52    ,  69    ,
1145538,14/08/2015,  6    ,  73    ,  93    ,
1145540,14/08/2015,  5    ,  49    ,  68    ,
1147019,14/08/2015,  1    ,  79    ,  85    ,
1147091,14/08/2015,  2    ,  47    ,  61    ,
1149714,14/08/2015,  1    ,  41    ,  50    ,
1151738,14/08/2015,  3    ,  55    ,  73    ,
1151743,14/08/2015,  2    ,  76    ,  93    ,
1151862,14/08/2015,  5    ,  57    ,  73    ,
1152049,14/08/2015,  1    ,  89    ,  95    ,
1152051,14/08/2015,  1    ,  95    ,  98    ,
1152052,14/08/2015,  1    ,  79    ,  85    ,
1152210,14/08/2015,  1    ,  42    ,  50    ,
1153456,14/08/2015,  2    ,  44    ,  58    ,
1153463,14/08/2015,  2    ,  52    ,  57    ,
1153467,14/08/2015,  1    ,  95    ,  109    ,
1153470,14/08/2015,  1    ,  79    ,  85    ,
1153471,14/08/2015,  1    ,  41    ,  50    ,
1153511,14/08/2015,  1    ,  46    ,  67    ,
1153518,14/08/2015,  1    ,  79    ,  85    ,
1153519,14/08/2015,  1    ,  123    ,  109    ,
1153520,14/08/2015,  3    ,  91    ,  97    ,
1153527,14/08/2015,  1    ,  55    ,  67    ,
1159778,14/08/2015,  1    ,  114    ,  133    ,
1160923,14/08/2015,  1    ,  42    ,  50    ,
1166091,14/08/2015,  1    ,  46    ,  50    ,
1168831,14/08/2015,  1    ,  42    ,  50    ,
1173031,14/08/2015,  1    ,  42    ,  50    ,
1174680,14/08/2015,  1    ,  42    ,  50    ,
1176680,14/08/2015,  1    ,  123    ,  84    ,
1178717,14/08/2015,  3    ,  56    ,  64    ,
1180626,14/08/2015,  1    ,  41    ,  50    ,
1181434,14/08/2015,  1    ,  42    ,  50    ,
1196175,14/08/2015,  1    ,  42    ,  50    ,
1202418,14/08/2015,  1    ,  41    ,  50    ,
1245775,14/08/2015,  1    ,  64    ,  94    ,
1269345,14/08/2015,  1    ,  121    ,  143    ,
1275785,14/08/2015,  4    ,  66    ,  95    ,
1276765,14/08/2015,  1    ,  124    ,  167    ,
1294511,14/08/2015,  1    ,  41    ,  50    ,
1294702,14/08/2015,  1    ,  42    ,  50    ,
1295811,14/08/2015,  1    ,  56    ,  69    ,
1310523,14/08/2015,  1    ,  261    ,  263    ,
1316043,14/08/2015,  2    ,  81    ,  93    ,
1319593,14/08/2015,  1    ,  87    ,  95    ,
1319633,14/08/2015,  2    ,  54    ,  73    ,
1333626,14/08/2015,  1    ,  42    ,  50    ,
1340370,14/08/2015,  2    ,  93    ,  103    ,
1343936,14/08/2015,  1    ,  42    ,  50    ,
1356241,14/08/2015,  1    ,  42    ,  50    ,
1363619,14/08/2015,  2    ,  78    ,  92    ,
1370669,14/08/2015,  2    ,  60    ,  84    ,
1372999,14/08/2015,  2    ,  65    ,  73    ,
1403429,14/08/2015,  3    ,  87    ,  104    ,
1423417,14/08/2015,  2    ,  115    ,  106    ,
1423426,14/08/2015,  1    ,  42    ,  50    ,
1456867,14/08/2015,  1    ,  41    ,  50    ,
1460654,14/08/2015,  2    ,  57    ,  82    ,
1463048,14/08/2015,  1    ,  79    ,  85    ,
1463473,14/08/2015,  3    ,  41    ,  50    ,
1478073,14/08/2015,  1    ,  41    ,  50    ,
1479073,14/08/2015,  1    ,  41    ,  50    ,
1484789,14/08/2015,  1    ,  41    ,  50    ,
101462,15/08/2015,  2    ,  128    ,  154    ,
105122,15/08/2015,  1    ,  82    ,  133    ,
111687,15/08/2015,  1    ,  47    ,  56    ,
1125039,15/08/2015,  1    ,  41    ,  50    ,
1135618,15/08/2015,  1    ,  42    ,  50    ,
1136014,15/08/2015,  1    ,  55    ,  67    ,
1136017,15/08/2015,  3    ,  67    ,  85    ,
1136019,15/08/2015,  2    ,  66    ,  78    ,
1136020,15/08/2015,  1    ,  41    ,  50    ,
1140597,15/08/2015,  1    ,  87    ,  95    ,
1141563,15/08/2015,  1    ,  77    ,  99    ,
1143363,15/08/2015,  1    ,  65    ,  67    ,
1143366,15/08/2015,  1    ,  95    ,  109    ,
1143405,15/08/2015,  1    ,  64    ,  80    ,
1145004,15/08/2015,  1    ,  114    ,  133    ,
1145005,15/08/2015,  3    ,  82    ,  88    ,
1145299,15/08/2015,  1    ,  52    ,  74    ,
1145678,15/08/2015,  1    ,  47    ,  56    ,
1147091,15/08/2015,  2    ,  47    ,  62    ,
1147105,15/08/2015,  5    ,  63    ,  84    ,
1149639,15/08/2015,  2    ,  62    ,  81    ,
1149710,15/08/2015,  1    ,  95    ,  109    ,
1149711,15/08/2015,  1    ,  52    ,  55    ,
1151738,15/08/2015,  3    ,  42    ,  50    ,
1151862,15/08/2015,  5    ,  59    ,  68    ,
1152049,15/08/2015,  1    ,  41    ,  50    ,
1152051,15/08/2015,  1    ,  62    ,  73    ,
1152052,15/08/2015,  1    ,  89    ,  95    ,
1153461,15/08/2015,  2    ,  54    ,  63    ,
1153511,15/08/2015,  1    ,  42    ,  50    ,
1153518,15/08/2015,  2    ,  44    ,  61    ,
1153519,15/08/2015,  2    ,  80    ,  116    ,
1153520,15/08/2015,  2    ,  50    ,  75    ,
1153521,15/08/2015,  2    ,  51    ,  69    ,
1153524,15/08/2015,  1    ,  46    ,  67    ,
1153528,15/08/2015,  1    ,  52    ,  69    ,
1159778,15/08/2015,  2    ,  57    ,  73    ,
1166091,15/08/2015,  1    ,  42    ,  50    ,
1166831,15/08/2015,  1    ,  62    ,  73    ,
1170701,15/08/2015,  3    ,  94    ,  116    ,
1171771,15/08/2015,  1    ,  64    ,  80    ,
1172591,15/08/2015,  1    ,  42    ,  50    ,
1178717,15/08/2015,  1    ,  89    ,  95    ,
1181434,15/08/2015,  1    ,  42    ,  50    ,
1196175,15/08/2015,  1    ,  65    ,  67    ,
1204512,15/08/2015,  1    ,  123    ,  84    ,
1221484,15/08/2015,  2    ,  72    ,  93    ,
1226705,15/08/2015,  1    ,  65    ,  67    ,
1232876,15/08/2015,  2    ,  55    ,  82    ,
1234443,15/08/2015,  1    ,  62    ,  81    ,
1241545,15/08/2015,  1    ,  89    ,  95    ,
1267455,15/08/2015,  1    ,  132    ,  199    ,
1269345,15/08/2015,  2    ,  62    ,  77    ,
1287824,15/08/2015,  1    ,  93    ,  84    ,
1294511,15/08/2015,  1    ,  89    ,  95    ,
1294702,15/08/2015,  2    ,  91    ,  82    ,
1295811,15/08/2015,  2    ,  60    ,  75    ,
1310523,15/08/2015,  2    ,  88    ,  97    ,
1316043,15/08/2015,  1    ,  54    ,  79    ,
1333626,15/08/2015,  2    ,  47    ,  59    ,
1343936,15/08/2015,  1    ,  46    ,  67    ,
1345915,15/08/2015,  2    ,  93    ,  119    ,
1348733,15/08/2015,  2    ,  42    ,  50    ,
1363619,15/08/2015,  2    ,  80    ,  82    ,
1370669,15/08/2015,  1    ,  161    ,  229    ,
1372999,15/08/2015,  1    ,  123    ,  84    ,
1380788,15/08/2015,  1    ,  62    ,  81    ,
1398161,15/08/2015,  1    ,  54    ,  79    ,
1403429,15/08/2015,  1    ,  94    ,  104    ,
1411640,15/08/2015,  2    ,  163    ,  172    ,
1423417,15/08/2015,  2    ,  47    ,  59    ,
1429125,15/08/2015,  1    ,  93    ,  84    ,
1444116,15/08/2015,  1    ,  72    ,  114    ,
1456696,15/08/2015,  2    ,  65    ,  73    ,
1456867,15/08/2015,  1    ,  69    ,  91    ,
1457717,15/08/2015,  1    ,  41    ,  50    ,
1460649,15/08/2015,  1    ,  41    ,  50    ,
1463048,15/08/2015,  1    ,  124    ,  167    ,
1463451,15/08/2015,  2    ,  60    ,  67    ,
1463452,15/08/2015,  2    ,  60    ,  76    ,
1463473,15/08/2015,  1    ,  89    ,  95    ,
1478073,15/08/2015,  1    ,  89    ,  95    ,
1479073,15/08/2015,  1    ,  46    ,  71    ,
1491804,15/08/2015,  1    ,  62    ,  73    ,
1499609,15/08/2015,  1    ,  89    ,  95    ,
101462,16/08/2015,  1    ,  42    ,  50    ,
1125039,16/08/2015,  1    ,  64    ,  80    ,
1125726,16/08/2015,  1    ,  79    ,  85    ,
1135618,16/08/2015,  1    ,  47    ,  56    ,
1136014,16/08/2015,  2    ,  47    ,  64    ,
1136017,16/08/2015,  6    ,  66    ,  85    ,
1136019,16/08/2015,  1    ,  56    ,  80    ,
1138567,16/08/2015,  1    ,  89    ,  95    ,
1141563,16/08/2015,  4    ,  79    ,  86    ,
1141565,16/08/2015,  1    ,  41    ,  50    ,
1141567,16/08/2015,  1    ,  42    ,  50    ,
1143363,16/08/2015,  1    ,  67    ,  77    ,
1143366,16/08/2015,  1    ,  41    ,  50    ,
1143403,16/08/2015,  1    ,  46    ,  67    ,
1143405,16/08/2015,  5    ,  55    ,  71    ,
1144844,16/08/2015,  2    ,  59    ,  80    ,
1144860,16/08/2015,  1    ,  52    ,  69    ,
1145005,16/08/2015,  1    ,  42    ,  50    ,
1145678,16/08/2015,  2    ,  93    ,  82    ,
1147091,16/08/2015,- 1    ,  82    ,  133    ,
1147105,16/08/2015,  2    ,  50    ,  63    ,
1147528,16/08/2015,  1    ,  95    ,  98    ,
1149710,16/08/2015,  1    ,  47    ,  56    ,
1149711,16/08/2015,  1    ,  65    ,  67    ,
1149714,16/08/2015,  1    ,  120    ,  171    ,
1151738,16/08/2015,  1    ,  42    ,  50    ,
1151862,16/08/2015,  3    ,  64    ,  75    ,
1152052,16/08/2015,  1    ,  89    ,  95    ,
1152210,16/08/2015,  1    ,  42    ,  50    ,
1153511,16/08/2015,  1    ,  64    ,  80    ,
1153519,16/08/2015,  1    ,  46    ,  67    ,
1153520,16/08/2015,  2    ,  56    ,  75    ,
1153521,16/08/2015,  1    ,  41    ,  50    ,
1153524,16/08/2015,  1    ,  67    ,  110    ,
1153526,16/08/2015,  2    ,  59    ,  75    ,
1153528,16/08/2015,  1    ,  52    ,  74    ,
1153531,16/08/2015,  1    ,  41    ,  50    ,
1158938,16/08/2015,  1    ,  79    ,  85    ,
1159778,16/08/2015,  2    ,  60    ,  67    ,
1161130,16/08/2015,  1    ,  64    ,  126    ,
1166831,16/08/2015,  1    ,  46    ,  71    ,
1172591,16/08/2015,  1    ,  79    ,  85    ,
1172838,16/08/2015,  1    ,  47    ,  56    ,
1178717,16/08/2015,  1    ,  42    ,  50    ,
1178750,16/08/2015,  1    ,  47    ,  56    ,
1180626,16/08/2015,  1    ,  89    ,  95    ,
1181034,16/08/2015,  1    ,  41    ,  50    ,
1202418,16/08/2015,  3    ,  58    ,  71    ,
1204512,16/08/2015,  1    ,  42    ,  50    ,
1216328,16/08/2015,  1    ,  79    ,  85    ,
1221484,16/08/2015,  1    ,  124    ,  150    ,
1225745,16/08/2015,  2    ,  58    ,  85    ,
1241545,16/08/2015,  3    ,  83    ,  96    ,
1271440,16/08/2015,  3    ,  54    ,  62    ,
1275785,16/08/2015,  1    ,  41    ,  50    ,
1276755,16/08/2015,  1    ,  41    ,  50    ,
1294422,16/08/2015,  1    ,  41    ,  50    ,
1294511,16/08/2015,  1    ,  82    ,  133    ,
1294702,16/08/2015,  4    ,  86    ,  106    ,
1295811,16/08/2015,  1    ,  47    ,  56    ,
1310523,16/08/2015,  1    ,  64    ,  80    ,
1316043,16/08/2015,  5    ,  82    ,  105    ,
1319593,16/08/2015,  2    ,  72    ,  81    ,
1319633,16/08/2015,  2    ,  61    ,  67    ,
1333626,16/08/2015,  2    ,  83    ,  79    ,
1340370,16/08/2015,  1    ,  82    ,  133    ,
1343936,16/08/2015,  1    ,  46    ,  67    ,
1345915,16/08/2015,  1    ,  46    ,  67    ,
1348033,16/08/2015,  1    ,  67    ,  66    ,
1370669,16/08/2015,  4    ,  45    ,  57    ,
1372999,16/08/2015,  2    ,  66    ,  83    ,
1380788,16/08/2015,  3    ,  79    ,  103    ,
1403429,16/08/2015,  2    ,  83    ,  108    ,
1411640,16/08/2015,  2    ,  47    ,  53    ,
1423426,16/08/2015,  1    ,  87    ,  95    ,
1455486,16/08/2015,  1    ,  41    ,  50    ,
1458711,16/08/2015,  1    ,  42    ,  50    ,
1460642,16/08/2015,  1    ,  47    ,  56    ,
1463048,16/08/2015,  1    ,  64    ,  94    ,
1463452,16/08/2015,  5    ,  75    ,  78    ,
1478073,16/08/2015,  1    ,  52    ,  74    ,
1491804,16/08/2015,  1    ,  87    ,  95    ,
1499609,16/08/2015,  1    ,  89    ,  95    ,
101462,17/08/2015,  3    ,  71    ,  84    ,
105122,17/08/2015,  1    ,  41    ,  50    ,
1125040,17/08/2015,  3    ,  64    ,  80    ,
1125726,17/08/2015,  1    ,  87    ,  95    ,
1136017,17/08/2015,  2    ,  42    ,  50    ,
1136019,17/08/2015,  2    ,  55    ,  73    ,
1140597,17/08/2015,  1    ,  77    ,  99    ,
1141563,17/08/2015,  2    ,  47    ,  62    ,
1141565,17/08/2015,  2    ,  67    ,  62    ,
1141567,17/08/2015,  2    ,  74    ,  77    ,
1143361,17/08/2015,  2    ,  69    ,  74    ,
1143363,17/08/2015,  1    ,  42    ,  50    ,
1143366,17/08/2015,  1    ,  47    ,  56    ,
1143403,17/08/2015,  1    ,  42    ,  50    ,
1145004,17/08/2015,  1    ,  54    ,  77    ,
1145005,17/08/2015,  2    ,  52    ,  61    ,
1145540,17/08/2015,  1    ,  41    ,  50    ,
1145678,17/08/2015,  3    ,  72    ,  89    ,
1147091,17/08/2015,  1    ,  47    ,  56    ,
1147105,17/08/2015,  1    ,  62    ,  81    ,
1149710,17/08/2015,  1    ,  52    ,  69    ,
1149711,17/08/2015,  2    ,  82    ,  112    ,
1151738,17/08/2015,  1    ,  42    ,  50    ,
1151743,17/08/2015,  1    ,  52    ,  69    ,
1151862,17/08/2015,  2    ,  94    ,  88    ,
1153467,17/08/2015,  1    ,  58    ,  80    ,
1153518,17/08/2015,  2    ,  54    ,  63    ,
1153519,17/08/2015,  1    ,  64    ,  80    ,
1153520,17/08/2015,  3    ,  83    ,  113    ,
1153521,17/08/2015,  2    ,  75    ,  86    ,
1153524,17/08/2015,  2    ,  59    ,  87    ,
1153526,17/08/2015,  1    ,  42    ,  50    ,
1156629,17/08/2015,  2    ,  68    ,  76    ,
1166091,17/08/2015,  1    ,  72    ,  114    ,
1173031,17/08/2015,  3    ,  118    ,  76    ,
1174680,17/08/2015,  1    ,  65    ,  67    ,
1176680,17/08/2015,  2    ,  57    ,  82    ,
1181034,17/08/2015,  1    ,  64    ,  80    ,
1181434,17/08/2015,  4    ,  52    ,  65    ,
1221484,17/08/2015,  3    ,  67    ,  84    ,
1241545,17/08/2015,  2    ,  63    ,  76    ,
1267455,17/08/2015,  1    ,  41    ,  50    ,
1271440,17/08/2015,  1    ,  52    ,  74    ,
1276765,17/08/2015,  1    ,  72    ,  114    ,
1279631,17/08/2015,  1    ,  47    ,  56    ,
1294702,17/08/2015,  2    ,  51    ,  69    ,
1310523,17/08/2015,  1    ,  62    ,  73    ,
1319593,17/08/2015,  1    ,  41    ,  50    ,
1333626,17/08/2015,  1    ,  47    ,  56    ,
1363619,17/08/2015,  1    ,  83    ,  57    ,
1370669,17/08/2015,  1    ,  42    ,  50    ,
1372999,17/08/2015,  1    ,  62    ,  73    ,
1380788,17/08/2015,  1    ,  94    ,  104    ,
1403429,17/08/2015,  2    ,  55    ,  65    ,
1411640,17/08/2015,  1    ,  54    ,  86    ,
1423426,17/08/2015,  1    ,  41    ,  50    ,
1431318,17/08/2015,  1    ,  42    ,  50    ,
1434555,17/08/2015,  2    ,  66    ,  73    ,
1444116,17/08/2015,  2    ,  113    ,  145    ,
1455486,17/08/2015,  1    ,  42    ,  50    ,
1456867,17/08/2015,  1    ,  95    ,  98    ,
1457717,17/08/2015,  1    ,  62    ,  73    ,
1460642,17/08/2015,  1    ,  42    ,  50    ,
1460654,17/08/2015,  1    ,  56    ,  69    ,
1463452,17/08/2015,  1    ,  64    ,  80    ,
1463473,17/08/2015,  1    ,  42    ,  50    ,
1499609,17/08/2015,  2    ,  51    ,  69    ,
101462,18/08/2015,  2    ,  63    ,  75    ,
105122,18/08/2015,  1    ,  41    ,  48    ,
105426,18/08/2015,  1    ,  47    ,  54    ,
111687,18/08/2015,  2    ,  68    ,  93    ,
1125039,18/08/2015,  1    ,  65    ,  64    ,
1125040,18/08/2015,  1    ,  42    ,  48    ,
1125726,18/08/2015,  1    ,  47    ,  54    ,
1136017,18/08/2015,  2    ,  55    ,  65    ,
1136019,18/08/2015,  1    ,  41    ,  48    ,
1136020,18/08/2015,  1    ,  64    ,  77    ,
1138567,18/08/2015,  2    ,  52    ,  62    ,
1140597,18/08/2015,  1    ,  62    ,  70    ,
1141327,18/08/2015,  3    ,  70    ,  73    ,
1141563,18/08/2015,  3    ,  96    ,  121    ,
1141564,18/08/2015,  1    ,  124    ,  159    ,
1141565,18/08/2015,  1    ,  47    ,  54    ,
1143363,18/08/2015,  2    ,  42    ,  48    ,
1144844,18/08/2015,  1    ,  47    ,  54    ,
1144860,18/08/2015,  1    ,  69    ,  87    ,
1145299,18/08/2015,  1    ,  47    ,  54    ,
1145346,18/08/2015,  1    ,  65    ,  64    ,
1145540,18/08/2015,  2    ,  47    ,  59    ,
1145678,18/08/2015,  1    ,  91    ,  70    ,
1147019,18/08/2015,  3    ,  66    ,  85    ,
1147091,18/08/2015,  3    ,  46    ,  62    ,
1147105,18/08/2015,  2    ,  65    ,  90    ,
1147528,18/08/2015,  2    ,  76    ,  76    ,
1147554,18/08/2015,  1    ,  64    ,  77    ,
1149714,18/08/2015,  1    ,  41    ,  48    ,
1149718,18/08/2015,  2    ,  56    ,  72    ,
1151738,18/08/2015,  1    ,  47    ,  54    ,
1151862,18/08/2015,  2    ,  92    ,  99    ,
1152051,18/08/2015,  1    ,  41    ,  48    ,
1152052,18/08/2015,  1    ,  47    ,  54    ,
1153456,18/08/2015,  1    ,  62    ,  70    ,
1153463,18/08/2015,  2    ,  77    ,  84    ,
1153466,18/08/2015,  1    ,  64    ,  120    ,
1153467,18/08/2015,  1    ,  42    ,  48    ,
1153515,18/08/2015,  1    ,  41    ,  48    ,
1153519,18/08/2015,  1    ,  41    ,  48    ,
1153521,18/08/2015,  2    ,  138    ,  148    ,
1153527,18/08/2015,  1    ,  95    ,  104    ,
1153531,18/08/2015,  2    ,  63    ,  76    ,
1156629,18/08/2015,  2    ,  44    ,  56    ,
1156658,18/08/2015,  1    ,  41    ,  48    ,
1160923,18/08/2015,  2    ,  84    ,  86    ,
1171771,18/08/2015,  1    ,  41    ,  48    ,
1172591,18/08/2015,  1    ,  46    ,  64    ,
1173031,18/08/2015,  2    ,  77    ,  70    ,
1176680,18/08/2015,  3    ,  55    ,  67    ,
1178717,18/08/2015,  1    ,  64    ,  77    ,
1181034,18/08/2015,  1    ,  79    ,  81    ,
1181434,18/08/2015,  1    ,  41    ,  48    ,
1184404,18/08/2015,  2    ,  87    ,  85    ,
1202418,18/08/2015,  3    ,  51    ,  69    ,
1204512,18/08/2015,  4    ,  58    ,  66    ,
1216328,18/08/2015,  1    ,  79    ,  81    ,
1221484,18/08/2015,  3    ,  63    ,  65    ,
1225745,18/08/2015,  1    ,  64    ,  77    ,
1232876,18/08/2015,  2    ,  63    ,  84    ,
1234443,18/08/2015,  1    ,  69    ,  109    ,
1241545,18/08/2015,  4    ,  56    ,  62    ,
1269345,18/08/2015,  1    ,  41    ,  48    ,
1271440,18/08/2015,  2    ,  79    ,  92    ,
1276755,18/08/2015,  1    ,  91    ,  70    ,
1279631,18/08/2015,  3    ,  41    ,  48    ,
1294511,18/08/2015,  1    ,  46    ,  64    ,
1294702,18/08/2015,  1    ,  42    ,  48    ,
1310523,18/08/2015,  3    ,  57    ,  77    ,
1316043,18/08/2015,  3    ,  78    ,  93    ,
1319593,18/08/2015,  1    ,  93    ,  80    ,
1333626,18/08/2015,  1    ,  42    ,  48    ,
1340370,18/08/2015,  1    ,  58    ,  76    ,
1343936,18/08/2015,  1    ,  161    ,  218    ,
1348033,18/08/2015,  2    ,  122    ,  143    ,
1348733,18/08/2015,  2    ,  111    ,  115    ,
1363619,18/08/2015,  1    ,  83    ,  55    ,
1370669,18/08/2015,  1    ,  42    ,  48    ,
1398161,18/08/2015,  1    ,  47    ,  54    ,
1403429,18/08/2015,  1    ,  123    ,  104    ,
1411640,18/08/2015,  1    ,  42    ,  48    ,
1423417,18/08/2015,  2    ,  52    ,  62    ,
1423426,18/08/2015,  4    ,  53    ,  61    ,
1429125,18/08/2015,  1    ,  41    ,  48    ,
1431318,18/08/2015,  2    ,  60    ,  71    ,
1434555,18/08/2015,  4    ,  53    ,  70    ,
1444116,18/08/2015,  1    ,  67    ,  73    ,
1456696,18/08/2015,  1    ,  87    ,  91    ,
1457717,18/08/2015,  1    ,  77    ,  95    ,
1460649,18/08/2015,  3    ,  68    ,  88    ,
1463048,18/08/2015,  1    ,  132    ,  190    ,
1463452,18/08/2015,  1    ,  79    ,  81    ,
1466903,18/08/2015,  1    ,  41    ,  48    ,
1478073,18/08/2015,  2    ,  42    ,  48    ,
1479073,18/08/2015,  1    ,  41    ,  48    ,
1484789,18/08/2015,  1    ,  56    ,  76    ,
1499609,18/08/2015,  1    ,  46    ,  68    ,
101462,19/08/2015,  1    ,  62    ,  77    ,
111687,19/08/2015,  3    ,  48    ,  60    ,
1125726,19/08/2015,  1    ,  79    ,  81    ,
1136017,19/08/2015,  5    ,  47    ,  60    ,
1138567,19/08/2015,  1    ,  54    ,  70    ,
1139627,19/08/2015,  1    ,  46    ,  68    ,
1140597,19/08/2015,  2    ,  67    ,  90    ,
1141565,19/08/2015,  1    ,  42    ,  48    ,
1143361,19/08/2015,- 1    ,  62    ,  62    ,
1143363,19/08/2015,  1    ,  89    ,  91    ,
1143366,19/08/2015,  1    ,  64    ,  77    ,
1143403,19/08/2015,  1    ,  79    ,  81    ,
1143767,19/08/2015,  1    ,  123    ,  104    ,
1144844,19/08/2015,  2    ,  71    ,  75    ,
1144860,19/08/2015,  1    ,  42    ,  48    ,
1145000,19/08/2015,  1    ,  41    ,  48    ,
1145004,19/08/2015,  2    ,  55    ,  67    ,
1145005,19/08/2015,  1    ,  79    ,  81    ,
1145299,19/08/2015,  1    ,  41    ,  48    ,
1145346,19/08/2015,  2    ,  44    ,  51    ,
1145540,19/08/2015,  3    ,  104    ,  106    ,
1145678,19/08/2015,  1    ,  42    ,  48    ,
1147019,19/08/2015,  2    ,  56    ,  71    ,
1147091,19/08/2015,  1    ,  46    ,  68    ,
1147105,19/08/2015,  1    ,  65    ,  91    ,
1147554,19/08/2015,  1    ,  41    ,  48    ,
1149639,19/08/2015,  1    ,  62    ,  70    ,
1149718,19/08/2015,  2    ,  83    ,  104    ,
1151738,19/08/2015,  2    ,  57    ,  76    ,
1151743,19/08/2015,  1    ,  42    ,  48    ,
1152049,19/08/2015,  4    ,  62    ,  77    ,
1152051,19/08/2015,  1    ,  47    ,  54    ,
1152052,19/08/2015,  5    ,  74    ,  87    ,
1153456,19/08/2015,  1    ,  89    ,  91    ,
1153460,19/08/2015,  2    ,  68    ,  71    ,
